settlement_id,name_en,name_he,type,source,regional_council,urban_pattern,dist_gl_km,elevation,year_established,pn_db_id,bt_gisid,lon,lat,status,cbs_semel,he_join_key
337,Mizpe Yair South,מצפה יאיר דרום,Outpost,Peace Now,Har Hebron,Outpost,,,2023.0,1237.0,,35.131271,31.377424,active,,מצפה יאיר דרום
338,Asael north,עשהאל צפון,Outpost,Peace Now,Har Hebron,Outpost,,,2023.0,1200.0,,35.046577,31.375642,active,,עשהאל צפון
339,Masua West Farm,חוות משואה מערב - סרטבא,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2023.0,1217.0,,35.479293,32.11233,active,,חוות משואה מערב סרטבא
340,Mizpor Fazael - Maale Efrayim South East,מצפור פצאל - מעלה אפרים דרום מזרח,Outpost,Peace Now,,Farm Outpost,,,2023.0,1193.0,,35.420584,32.055567,active,,מצפור פצאל מעלה אפרים דרום מזרח
341,Mizpe Danny Farm,חוות מצפה דני/חוות רוח הארץ,Outpost,Peace Now,Binyamin,Farm Outpost,,,2023.0,1182.0,,35.321952,31.881408,active,,חוות מצפה דני/חוות רוח הארץ
342,Susiya South,גבעת אלונים - סוסיא דרום,Outpost,Peace Now,Har Hebron,Outpost,,,2023.0,1183.0,,35.032384,32.048097,active,,גבעת אלונים סוסיא דרום
343,Har Maon Farm,חוות הר מעון - נחלת דב - החווה של ישראל ונחמה,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2023.0,1271.0,,35.167055,31.401262,active,,חוות הר מעון נחלת דב החווה של ישראל ונחמה
344,Tov Haaretz (Old) Maon Farm,חוות טוב הארץ - מדבר מעון,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2023.0,1184.0,,35.168191,31.40122,active,,חוות טוב הארץ מדבר מעון
345,Shabo Family - Har Haela Farm,משפחת שבו בתוך 918 - הר האלה,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2023.0,1185.0,,35.153869,31.387047,active,,משפחת שבו בתוך 918 הר האלה
346,Har Kanub North - Giva't Alufe Yehuda,הר כנוב צפון - גבעת אלופי יהודה - צור משגבי,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2023.0,1186.0,,35.199677,31.60541,active,,הר כנוב צפון גבעת אלופי יהודה צור משגבי
347,Rosh Te'ena Farm,חוות ראש תאנה,Outpost,Peace Now,,Farm Outpost,,,2023.0,1219.0,,35.37095,32.003641,active,,חוות ראש תאנה
348,Ohana - Cnaan Farm Farm,אוחנה - חוות כנען חווה,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2023.0,1170.0,,35.366386,31.819521,active,,אוחנה חוות כנען חווה
349,Bekaot South - Neria's farm,בקעות דרום - החווה של נריה - מבוא השמש,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2023.0,1171.0,,35.447058,32.235679,active,,בקעות דרום החווה של נריה מבוא השמש
350,Bar Farm,חוות בר,Outpost,Peace Now,Binyamin,Farm Outpost,,,2023.0,1179.0,,35.341228,32.07099,active,,חוות בר
351,Gitit East - Dori's Farm,גיתית מזרח - נוף הרים,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2023.0,1224.0,,35.402588,32.104067,active,,גיתית מזרח נוף הרים
352,Gal Yossef,גל יוסף,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1201.0,,35.176477,32.265669,active,,גל יוסף
353,Kochav Hashahar West - Mizpe Lea,כוכב השחר מערב - מצפה לאה,Outpost,Peace Now,Binyamin,Outpost,,,2024.0,1254.0,,35.338681,31.949952,active,,כוכב השחר מערב מצפה לאה
354,Shaveh Shomron Farm,חוות שבי שומרון,Outpost,Peace Now,Shomron,Farm Outpost,,,2024.0,1225.0,,35.174295,32.264924,active,,חוות שבי שומרון
355,Tekoa' F - Neighborhood,תקוע ו' - שכונה,Outpost,Peace Now,,Outpost,,,2024.0,1202.0,,35.251291,31.631328,active,,תקוע ו שכונה
356,Zohar Yehuda Farm,חוות זוהר יהודה - הר עזרור,Outpost,Peace Now,,Farm Outpost,,,2024.0,1203.0,,35.251477,31.62125,active,,חוות זוהר יהודה הר עזרור
357,Malache Avraham Farm - Pnei Hever East,פני חבר מזרח - מלאכי אברהם - חוות מתניה,Outpost,Peace Now,Har Hevron,Farm Outpost,,,2024.0,1205.0,,35.174954,31.482174,active,,פני חבר מזרח מלאכי אברהם חוות מתניה
358,Hoshen,חושן,Outpost,Peace Now,Binyamin,Outpost,,,2024.0,1206.0,,35.250294,32.055717,active,,חושן
359,Beit Eliyahu,בית אליהו,Outpost,Peace Now,Jordan Valley,Outpost,,,2024.0,1218.0,,35.483437,32.13837,active,,בית אליהו
360,Or Ahuvia -Maoz Ester B,אור אהוביה - מעוז אסתר ב',Outpost,Peace Now,Binyamin,Outpost,,,2024.0,1220.0,,35.268453,31.93735,active,,אור אהוביה מעוז אסתר ב
361,Noda' BeYehuda,נודע ביהודה,Outpost,Peace Now,Gush Etzion,Outpost,,,2024.0,1255.0,,35.238899,31.596699,active,,נודע ביהודה
362,Adumim Farm,חוות אדומים,Outpost,Peace Now,Maale Adumim,Farm Outpost,,,2024.0,1298.0,,35.323703,31.774386,active,,חוות אדומים
363,Khan Ushpizin,חאן האושפיזין,Outpost,Peace Now,,Farm Outpost,,,2024.0,1207.0,,35.249828,31.625584,active,,חאן האושפיזין
364,Tzur Harel Farm,חוות צור הראל,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1208.0,,35.243586,31.906197,active,,חוות צור הראל
365,Amona Farm,חוות עמונה - מצפה רועים,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1221.0,,35.280664,31.954347,active,,חוות עמונה מצפה רועים
366,Pnei Kedem North - Derech HaShem,פני קדם צפון - דרך ה',Outpost,Peace Now,Gush Etzion,Outpost,,,2024.0,1232.0,,35.203135,31.594397,active,,פני קדם צפון דרך ה
367,Tamir's Family Farm - Mevoo't Jericho East,שער המלך - מבואות יריחו מזרח,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2024.0,1226.0,,35.430421,31.911834,active,,שער המלך מבואות יריחו מזרח
368,Giva't Yavo Dodi,גבעת יבוא דודי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1227.0,,35.146318,31.967066,active,,גבעת יבוא דודי
369,Shlisha Farm,חוות שלישה - מערבית למחצבת כוכב השחר,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1242.0,,35.332061,31.99679,active,,חוות שלישה מערבית למחצבת כוכב השחר
370,Beer Elhanan,באר אלחנן - עתניאל,Outpost,Peace Now,Har Hebron,Outpost,,,2024.0,1222.0,,35.037465,31.444279,active,,באר אלחנן עתניאל
371,Mizpe Moti,מצפה מוטי,Outpost,Peace Now,Shomron,Outpost,,,2024.0,1228.0,,35.334876,31.9992,active,,מצפה מוטי
372,Gofna,גופנה,Outpost,Peace Now,Binyamin,Outpost,,,2024.0,1233.0,,35.126969,31.978042,active,,גופנה
373,Maale Rehava'm South,מעלה רחבעם דרום,Outpost,Peace Now,Gush Ezion,Outpost,,,2024.0,1257.0,,35.258968,31.644488,active,,מעלה רחבעם דרום
374,Ofra South-East - Baruchi's Farm,עפרה דרום מזרח - חוות אורנים החווה של ברוכי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1229.0,,35.277642,31.943524,active,,עפרה דרום מזרח חוות אורנים החווה של ברוכי
375,Or Nahman,אור נחמן,Outpost,Peace Now,,Farm Outpost,,,2024.0,1272.0,,35.327453,32.028485,active,,אור נחמן
376,Hanina Farm,חוות חנינה,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1238.0,,35.304636,31.894275,active,,חוות חנינה
377,Midbar Hever Farm B,חוות נתן ברוך - מדבר חבר ב',Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2024.0,1240.0,,35.176819,31.470671,active,,חוות נתן ברוך מדבר חבר ב
378,New Tzarda Farm,חוות צרדה החדשה,Outpost,Peace Now,Shomron,Farm Outpost,,,2024.0,1230.0,,35.061805,32.054777,active,,חוות צרדה החדשה
379,Mizpe Yair North,מצפה יאיר צפון - סימרי,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2024.0,1241.0,,35.141409,31.38774,active,,מצפה יאיר צפון סימרי
380,Mizpe Michal Farm,חוות מצפה מיכל - תומר מערב,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2024.0,1234.0,,35.430839,32.020943,active,,חוות מצפה מיכל תומר מערב
381,Eretz Kama Farm,חרמש דרום - חוות ארץ קמה,Outpost,Peace Now,Shomron,Farm Outpost,,,2024.0,1243.0,,35.120818,32.416002,active,,חרמש דרום חוות ארץ קמה
382,Netiv Hagdud Farm,חוות נתיב הגדוד (החווה של שלמה),Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1235.0,,35.435261,31.98576,active,,חוות נתיב הגדוד החווה של שלמה
383,Khan al-Ahmar - Kfar Edomim South,חוות חאן אלאחמר - אחוות רעים,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1259.0,,35.336017,31.810598,active,,חוות חאן אלאחמר אחוות רעים
384,Sde Shechem Farm,חוות שדה שכם - עוז יוסף,Outpost,Peace Now,Shomron,Farm Outpost,,,2024.0,1244.0,,35.310446,32.187623,active,,חוות שדה שכם עוז יוסף
385,Umm Jamal - Maskiyot North,אום ג'מאל - חוות יחד לבבי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1258.0,,35.491103,32.33108,active,,אום ג מאל חוות יחד לבבי
386,Magenzi B Farm,חוות מגנזי ב',Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1245.0,,35.030366,31.961005,active,,חוות מגנזי ב
387,Hesed Olam Farm,עופרים דרום - חוות חסד עולם,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1246.0,,35.034664,32.003898,active,,עופרים דרום חוות חסד עולם
388,Telem North - Uri,תלם צפון - שכונת אורי,Outpost,Peace Now,Har Hebron,Outpost,,,2024.0,1284.0,,35.0377,31.571185,active,,תלם צפון שכונת אורי
389,The Places Farm,חוות הארמונות,Outpost,Peace Now,,Farm Outpost,,,2024.0,1248.0,,35.429962,31.869505,active,,חוות הארמונות
390,Adora East,"אדורה מזרח - מצפה ש""י",Outpost,Peace Now,Har Hebron,Outpost,,,2024.0,1249.0,,35.02583,31.554901,active,,אדורה מזרח מצפה ש י
391,Palgei Mayim Farm,חוות פלגי מים,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1285.0,,35.270676,32.091981,active,,חוות פלגי מים
392,Hauja - Yitav North Farm,חוות העוג'ה - ייטב צפון,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2024.0,1251.0,,35.410303,31.950411,active,,חוות העוג ה ייטב צפון
393,Mikne Avraham,מקנה אברהם,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2024.0,1252.0,,35.244686,31.602195,active,,מקנה אברהם
394,Shovel Farm Ariel Industrial area,חוות שובאל - א.תעשיה אריאל,Outpost,Peace Now,Shomron,Farm Outpost,,,2024.0,1262.0,,35.131439,32.077507,active,,חוות שובאל א תעשיה אריאל
395,Talmonim North,טלמונים צפון,Outpost,Peace Now,Binyamin,Outpost,,,2024.0,1263.0,,35.130759,31.943401,active,,טלמונים צפון
396,Tekoa H,תקוע ח',Outpost,Peace Now,Gush Etzion,Outpost,,,2024.0,1264.0,,35.245428,31.623644,active,,תקוע ח
397,Giva't Tzon Binyamin,גבעת צאן בנימין - דרומית לאדם,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1265.0,,35.289701,31.842501,active,,גבעת צאן בנימין דרומית לאדם
398,Avia Farm - Mechora East,חוות אביה - מכורה מזרח,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2024.0,1266.0,,35.441197,32.15927,active,,חוות אביה מכורה מזרח
399,Givat Hadagel B,גבעת הדגל ב',Outpost,Peace Now,Har Hebron,Farm Outpost,,,2024.0,1267.0,,35.102819,31.39551,active,,גבעת הדגל ב
400,Tekoa I,תקוע ט',Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2024.0,1268.0,,35.258285,31.620964,active,,תקוע ט
401,Tekoa J,תקוע י',Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2024.0,1269.0,,35.276215,31.626839,active,,תקוע י
402,Maale Rehava'm East,מעלה רחבעם מזרח,Outpost,Peace Now,Gush Etzion,Farm Outpost,,,2024.0,1270.0,,35.27049,31.644779,active,,מעלה רחבעם מזרח
403,Bnayahu's Farm,החווה של בניהו,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1306.0,,35.29912,31.856302,active,,החווה של בניהו
404,Shvut Rachel North - Or Avraham,שבות רחל צפון - אור אברהם,Outpost,Peace Now,Binyamin,Outpost,,,2024.0,1279.0,,35.316968,32.059091,active,,שבות רחל צפון אור אברהם
405,Otniel farm Farm,חוות עתניאל - אפקה,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2024.0,1273.0,,35.037925,31.468163,active,,חוות עתניאל אפקה
406,Pne Hever West,פני חבר מערב - מצפה זיו,Outpost,Peace Now,Har Hebron,Outpost,,,2024.0,1274.0,,35.144231,31.484244,active,,פני חבר מערב מצפה זיו
407,Amiel Farm - Bardale,החווה של עמיאל - ברדלה,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2024.0,1286.0,,35.469611,32.390706,active,,החווה של עמיאל ברדלה
408,Mizpe Malkiya Farm,חוות מצפה מלכיה,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2024.0,1278.0,,35.142273,31.386533,active,,חוות מצפה מלכיה
409,Yad Hashomer,החווה של יהוראי מגורי - יד השומר,Outpost,Peace Now,Binyamin,Farm Outpost,,,2024.0,1281.0,,35.244416,31.98492,active,,החווה של יהוראי מגורי יד השומר
410,Beit Hagai South,בית חגי דרום,Outpost,Peace Now,Har Hebron,Outpost,,,2024.0,1256.0,,35.081433,31.488482,active,,בית חגי דרום
411,New Mikne Avraham Farm,חוות מקנה יהודה החדשה - עשהאל דרום - גבעת שמורת השיט,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2024.0,1215.0,,35.037925,31.360834,active,,חוות מקנה יהודה החדשה עשהאל דרום גבעת שמורת השיט
412,Maale Efraim North - Priel Farm,מעלה אפרים צפון - החווה של פריאל,Outpost,Peace Now,,Farm Outpost,,,2024.0,1352.0,,35.416964,32.078254,active,,מעלה אפרים צפון החווה של פריאל
413,Giva't Haslai'm,גבעת הסלעים - חוות עטרת צפון,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1280.0,,35.170877,32.014663,active,,גבעת הסלעים חוות עטרת צפון
414,Nahal Heletz - Bar Kochva,בר כוכבא - נחל חלץ,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1275.0,,35.151994,31.714881,active,,בר כוכבא נחל חלץ
415,Givat Oz Yair - Ofra South - Tripi quarry,עפרה דרום - טריפי מזרח - גבעת עוז יאיר,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1307.0,,35.277357,31.927138,active,,עפרה דרום טריפי מזרח גבעת עוז יאיר
416,Neve Daniel West,נווה דניאל מערב,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1283.0,,35.134873,31.67791,active,,נווה דניאל מערב
417,Adam North,אדם צפון - גבעת גור אריה,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1282.0,,35.275841,31.856772,active,,אדם צפון גבעת גור אריה
418,Taysir Chechpoint Farm,מחסום תאייסיר - צבי עופרים,Outpost,Peace Now,Jordan Valley,Outpost,,,2025.0,1338.0,,35.438314,32.32902,active,,מחסום תאייסיר צבי עופרים
419,Nahliel South,נחליאל דרום,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1308.0,,35.134184,31.971843,active,,נחליאל דרום
420,Zafnat farm - Kfar Tapuah North,כפר תפוח צפון - חוות צפנת,Outpost,Peace Now,Shomron,Farm Outpost,,,2025.0,1288.0,,35.253632,32.12894,active,,כפר תפוח צפון חוות צפנת
421,Aviad - Kiryat Arba South,אביעד - קרית ארבע דרום,Outpost,Peace Now,Kiryat Arba,Outpost,,,2025.0,1289.0,,35.130648,31.495275,active,,אביעד קרית ארבע דרום
422,Aviad Farm - Mizpe Jericho West Farm,חוות אביעד - מצפה יריחו מערב - מעלה אדומים דרום,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1290.0,,35.376581,31.811812,active,,חוות אביעד מצפה יריחו מערב מעלה אדומים דרום
423,Givat Yahaloma,גבעת יהלומה - אביתר מערב,Outpost,Peace Now,Shomron,Farm Outpost - Yeshiva,,,2025.0,1291.0,,35.265566,32.121389,active,,גבעת יהלומה אביתר מערב
424,HaMaayan - Alon Shvut West,המעיין - אלון שבות מערב,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1292.0,,35.134687,31.651283,active,,המעיין אלון שבות מערב
425,Ein Prat Farm,"חוות עין פרת -ש""ש",Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1300.0,,35.368733,31.82429,active,,חוות עין פרת ש ש
426,Tzur Yehuda Farm,חוות צור יהודה,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1296.0,,35.10657,31.606753,active,,חוות צור יהודה
427,Naale West Farm,חוות נעלה מערב,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1293.0,,35.059629,31.96903,active,,חוות נעלה מערב
428,Eshkolot Farm,חוות אשכולות,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2025.0,1301.0,,34.914775,31.422004,active,,חוות אשכולות
429,Efrat farm,חוות אפרת,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1386.0,,35.189511,31.683439,active,,חוות אפרת
430,Nahalat Efraim Farm,חוות נחלת אפרים - עין סמיה,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1309.0,,35.339354,31.987267,active,,חוות נחלת אפרים עין סמיה
431,Tkoa South - Tomer's Farm,החווה של תומר - תקוע דרום,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1310.0,,35.247258,31.613127,active,,החווה של תומר תקוע דרום
432,Zarzir Farm,מוצב זרזיר - חוות שער ישראל,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2025.0,1357.0,,35.548196,32.148003,active,,מוצב זרזיר חוות שער ישראל
433,Asfar West,אספר מערב,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1294.0,,35.183831,31.588618,active,,אספר מערב
434,New Nof Avi Farm,"מגדלים צפון - נוף אב""י החדשה",Outpost,Peace Now,Shomron,Farm Outpost,,,2025.0,1311.0,,35.352555,32.094297,active,,מגדלים צפון נוף אב י החדשה
435,Maoz Shaul Farm,חוות מעוז שאול -אבני חפץ דרום,Outpost,Peace Now,Shomron,Farm Outpost,,,2025.0,1295.0,,35.077544,32.271913,active,,חוות מעוז שאול אבני חפץ דרום
436,Maa'lot Halhul,מעלות חלחול - מרום יהודה,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1302.0,,35.120209,31.588052,active,,מעלות חלחול מרום יהודה
437,Mevo Har-El - Atarot Adar,מבוא הר-אל - עטרות אדר,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1303.0,,35.103164,31.875511,active,,מבוא הר אל עטרות אדר
438,Mezudat David Farm,חוות מצודת דוד - מלאכי השלום מערב,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1312.0,,35.355921,32.017767,active,,חוות מצודת דוד מלאכי השלום מערב
439,Michtam LeDavid farm,חוות מכתם לדוד,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1351.0,,35.35621,32.071062,active,,חוות מכתם לדוד
440,Beit Horon North,בית חורון צפון - חוות בית קרניים,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1304.0,,35.125803,31.897732,active,,בית חורון צפון חוות בית קרניים
441,The Seven Sheferds Farm,חוות שבעת הרועים - תצפית גוש שילה,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1305.0,,35.270349,32.048952,active,,חוות שבעת הרועים תצפית גוש שילה
442,Hanekuda Baemek - Emek Shiloh Farm,חוות עמק שילה - הנקודה בעמק - רכס,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1313.0,,35.301245,32.039177,active,,חוות עמק שילה הנקודה בעמק רכס
443,Baal Hatzor Farm,חוות בעל חצור - הר המלך,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1350.0,,35.325221,31.965984,active,,חוות בעל חצור הר המלך
444,Nofei Gideon,נופי גדעון - קדומים,Outpost,Peace Now,Shomron,Outpost,,,2025.0,1314.0,,35.148494,32.235294,active,,נופי גדעון קדומים
445,Givat Gefen Ami,גבעת גפן עמי,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1316.0,,35.119494,31.610846,active,,גבעת גפן עמי
446,Amihai Farm - Bar Daliya,חוות בקר עמיחי - בר דליה,Outpost,Peace Now,Jordan Valley,Farm Outpost,,,2025.0,1377.0,,35.488488,32.375231,active,,חוות בקר עמיחי בר דליה
447,Hesed Leavraham Farm,הר חצור - חוות חסד לאברהם,Outpost,Peace Now,Binyamin,Farm outpost,,,2025.0,1369.0,,35.287102,31.973898,active,,הר חצור חוות חסד לאברהם
448,Ahi-Ad Farm,חוות אחי עד,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1317.0,,35.377498,31.820043,active,,חוות אחי עד
449,Magen Avraham Farm,אייבי נחל צפון - חוות מגן אברהם,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1337.0,,35.210388,31.618447,active,,אייבי נחל צפון חוות מגן אברהם
450,Maale Tidhar,מעלה תדהר,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1319.0,,35.186363,31.610283,active,,מעלה תדהר
451,Givat Emuna,גבעת אמונה - אלוף יהודה מערב,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1320.0,,35.190518,31.605612,active,,גבעת אמונה אלוף יהודה מערב
452,Karme Tzur South,כרמי צור דרום,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1321.0,,35.098618,31.604908,active,,כרמי צור דרום
453,Nahliel North,נחליאל צפון,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1322.0,,35.145635,31.981918,active,,נחליאל צפון
454,Mikne Yehuda Farm,עשהאל מערב,Outpost,Peace Now,Har Hebron,Outpost,,,2025.0,1324.0,,35.03647,31.374018,active,,עשהאל מערב
455,Kela' David Farm - Halamish West,חוות קלע דוד - חלמיש מערב,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1325.0,,35.10121,32.004519,active,,חוות קלע דוד חלמיש מערב
456,Netzah David Farm,חוות נצח דוד,Outpost,Peace Now,Shomron,Farm Outpost,,,2025.0,1326.0,,35.317755,32.116497,active,,חוות נצח דוד
457,Beit Ulla Farm,חוות בית אורות? - בית אולא,Outpost,Peace Now,Gush Ezion,Farm Outpost,,,2025.0,1349.0,,34.989495,31.623916,active,,חוות בית אורות? בית אולא
458,Telem West - Nofei Yehuda Farm,תלם מערב - חוות נופי יהודה,Outpost,Peace Now,Har Hebron,Farm Outpost,,,2025.0,1327.0,,35.019493,31.566362,active,,תלם מערב חוות נופי יהודה
459,Evyatar East,אביתר מזרח,Outpost,Peace Now,Shomron,Outpost,,,2025.0,1333.0,,35.277174,32.120028,active,,אביתר מזרח
460,Adora West,אדורה מערב,Outpost,Peace Now,Har Hebron,Outpost,,,2025.0,1328.0,,35.006277,31.55074,active,,אדורה מערב
461,Hashalom Farm,חוות השלום,Outpost,Peace Now,Binyamin,Farm outpost,,,2025.0,1329.0,,35.088009,31.955548,active,,חוות השלום
462,Ibei Nahal South,אייבי נחל דרום,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1330.0,,35.221341,31.597887,active,,אייבי נחל דרום
463,Old Keidar East,קדר הישנה מזרח,Outpost,Peace Now,Gush Ezion,Outpost,,,2025.0,1331.0,,35.302679,31.744945,active,,קדר הישנה מזרח
464,Mizpe Kramim North,מצפה כרמים צפון,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1332.0,,35.35813,31.961336,active,,מצפה כרמים צפון
465,Anaki's Farm,חוות ענקי,Outpost,Peace Now,Binyamin,Farm outpost,,,2025.0,1387.0,,35.338375,31.80625,active,,חוות ענקי
466,Migdal David Farm,חוות מגדל דוד,Outpost,Peace Now,Shomron,Farm outpost,,,2025.0,1334.0,,35.354699,32.075493,active,,חוות מגדל דוד
467,Gibore David Farm - Duma East,חוות גיבורי דוד - דומא מזרח,Outpost,Peace Now,Binyamin,Farm outpost,,,2025.0,1335.0,,35.377142,32.066052,active,,חוות גיבורי דוד דומא מזרח
468,Mizpe Eyal - Pne Haver West,מצפה אייל - פני חבר מערב,Outpost,Peace Now,Har Hebron,Outpost,,,2025.0,1336.0,,35.158125,31.488084,active,,מצפה אייל פני חבר מערב
469,Malache Hashalom West,מלאכי השלום מערב,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1339.0,,35.360338,32.022045,active,,מלאכי השלום מערב
470,Kahlit North,כחלית צפון,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1340.0,,35.345246,32.05386,active,,כחלית צפון
471,Migron North,מגרון צפון,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1343.0,,35.274083,31.888557,active,,מגרון צפון
472,Kfar Trifon,כפר טרפון,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1344.0,,35.212266,31.995529,active,,כפר טרפון
473,Nahalat Ben Yishai,נחלת בן ישי,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1347.0,,35.293127,31.81837,active,,נחלת בן ישי
474,Shani North,שני צפון - חוות ענים,Outpost,Peace Now,Har Hebron,Farm outpost,,,2025.0,1341.0,,35.082092,31.364315,active,,שני צפון חוות ענים
475,Yetedot Farm South,חוות יתדות דרום - גבעת אור ידידיה,Outpost,Peace Now,Shomron,Farm outpost,,,2025.0,1342.0,,35.179749,32.187506,active,,חוות יתדות דרום גבעת אור ידידיה
476,Givat Mevaser Shalom,גבעת מבשר השלום,Outpost,Peace Now,Shomron,Farm Outpost,,,2025.0,1345.0,,35.290103,32.120614,active,,גבעת מבשר השלום
477,Revava North,רבבה צפון,Outpost,Peace Now,Shomron,Farm Outpost,,,2025.0,1388.0,,35.11701,32.131034,active,,רבבה צפון
478,Rujum a-Naga,רוג'ם א-נאקה,Outpost,Peace Now,Megilot/Gusg Etzion,Farm outpost,,,2025.0,1365.0,,35.31404,31.510755,active,,רוג ם א נאקה
479,Givat Herout,גבעת חרות,Outpost,Peace Now,Binyamin,Outpost,,,2025.0,1353.0,,35.134914,31.970091,active,,גבעת חרות
480,Rimonim West,חוות סלע רימון,Outpost,Peace Now,Binyamin,Farm outpost,,,2025.0,1366.0,,35.318787,31.937504,active,,חוות סלע רימון
481,Nof Mishkan Farm,חוות נוף המשכן,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1389.0,,35.298817,32.058425,active,,חוות נוף המשכן
482,Meitr LaAretz Farm,חוות מאיר לארץ,Outpost,Peace Now,Binyamin,Farm Outpost,,,2025.0,1380.0,,35.064342,32.008023,active,,חוות מאיר לארץ
483,Narhiva,נרחיבה,Outpost,Peace Now,Shomron,Outpost,,,2025.0,1346.0,,35.120873,32.126285,active,,נרחיבה
